"SITE_DAY","REGION","SITE","PLOT","TREATMENT","SEASON","SPECIES","ABUNDANCE"
11,"POINT LOMA","NORTH",3,"IS","Fall 2016","Acrosorium venulosum",0
11,"POINT LOMA","NORTH",3,"IS","Fall 2016","Acrosorium venulosum",0
11,"POINT LOMA","NORTH",3,"IS","Fall 2016","Acrosorium venulosum",0
11,"POINT LOMA","NORTH",3,"IS","Fall 2016","Acrosorium venulosum",0
11,"POINT LOMA","NORTH",3,"IS","Fall 2016","Acrosorium venulosum",0
11,"POINT LOMA","NORTH",3,"IS","Fall 2016","Acrosorium venulosum",0
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Acrosorium venulosum",0
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Acrosorium venulosum",0
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Acrosorium venulosum",0
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Acrosorium venulosum",0
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Acrosorium venulosum",0
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Acrosorium venulosum",0
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Acrosorium venulosum",0
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Acrosorium venulosum",0
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Acrosorium venulosum",0
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",1,"FS","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",1,"FS","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",1,"FS","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",1,"FS","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",1,"FS","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",1,"FS","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",1,"FS","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",1,"FS","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",1,"FS","Summer 2017","Acrosorium venulosum",0.25
12,"POINT LOMA","SOUTH",2,"FW","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",2,"FW","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",2,"FW","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",2,"FW","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",2,"FW","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",2,"FW","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",2,"FW","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",2,"FW","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",2,"FW","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",4,"IS","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",4,"IS","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",4,"IS","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",4,"IS","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",4,"IS","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",4,"IS","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",4,"IS","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",4,"IS","Summer 2017","Acrosorium venulosum",0
12,"POINT LOMA","SOUTH",4,"IS","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",1,"IS","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",1,"IS","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",1,"IS","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",1,"IS","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",1,"IS","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",1,"IS","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",1,"IS","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",1,"IS","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",1,"IS","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",2,"FW","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",2,"FW","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",2,"FW","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",2,"FW","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",2,"FW","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",2,"FW","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",2,"FW","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",2,"FW","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",2,"FW","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",3,"FS","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",3,"FS","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",3,"FS","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",3,"FS","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",3,"FS","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",3,"FS","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",3,"FS","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",3,"FS","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",3,"FS","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2017","Acrosorium venulosum",0
13,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",1,"FW","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",1,"FW","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",1,"FW","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",1,"FW","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",1,"FW","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",1,"FW","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",1,"FW","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",1,"FW","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",1,"FW","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",2,"FS","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",2,"FS","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",2,"FS","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",2,"FS","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",2,"FS","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",2,"FS","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",2,"FS","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",2,"FS","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",2,"FS","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",3,"IS","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",3,"IS","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",3,"IS","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",3,"IS","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",3,"IS","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",3,"IS","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",3,"IS","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",3,"IS","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",4,"CONTROL","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",4,"CONTROL","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",4,"CONTROL","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",4,"CONTROL","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",4,"CONTROL","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",4,"CONTROL","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",4,"CONTROL","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",4,"CONTROL","Summer 2017","Acrosorium venulosum",0
14,"POINT LOMA","NORTH",4,"CONTROL","Summer 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",1,"FS","Spring 2017","Acrosorium venulosum",0.125
15,"POINT LOMA","SOUTH",1,"FS","Spring 2017","Acrosorium venulosum",0.1875
15,"POINT LOMA","SOUTH",1,"FS","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",1,"FS","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",1,"FS","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",1,"FS","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",1,"FS","Spring 2017","Acrosorium venulosum",0.5
15,"POINT LOMA","SOUTH",1,"FS","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",1,"FS","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",2,"FW","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",2,"FW","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",2,"FW","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",2,"FW","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",2,"FW","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",2,"FW","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",2,"FW","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",2,"FW","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",2,"FW","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2017","Acrosorium venulosum",0.0625
15,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",4,"IS","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",4,"IS","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",4,"IS","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",4,"IS","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",4,"IS","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",4,"IS","Spring 2017","Acrosorium venulosum",0.0625
15,"POINT LOMA","SOUTH",4,"IS","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",4,"IS","Spring 2017","Acrosorium venulosum",0
15,"POINT LOMA","SOUTH",4,"IS","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",1,"IS","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",1,"IS","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",1,"IS","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",1,"IS","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",1,"IS","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",1,"IS","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",1,"IS","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",1,"IS","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",1,"IS","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",2,"FW","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",2,"FW","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",2,"FW","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",2,"FW","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",2,"FW","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",2,"FW","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",2,"FW","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",2,"FW","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",2,"FW","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",3,"FS","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",3,"FS","Spring 2017","Acrosorium venulosum",0.375
16,"POINT LOMA","CENTRAL",3,"FS","Spring 2017","Acrosorium venulosum",0.25
16,"POINT LOMA","CENTRAL",3,"FS","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",3,"FS","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",3,"FS","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",3,"FS","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",3,"FS","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",3,"FS","Spring 2017","Acrosorium venulosum",0.0625
16,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2017","Acrosorium venulosum",0
16,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",1,"FW","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",1,"FW","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",1,"FW","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",1,"FW","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",1,"FW","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",1,"FW","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",1,"FW","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",1,"FW","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",1,"FW","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",2,"FS","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",2,"FS","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",2,"FS","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",2,"FS","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",2,"FS","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",2,"FS","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",2,"FS","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",2,"FS","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",2,"FS","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",3,"IS","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",3,"IS","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",3,"IS","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",3,"IS","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",3,"IS","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",3,"IS","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",3,"IS","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",3,"IS","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",4,"CONTROL","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",4,"CONTROL","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",4,"CONTROL","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",4,"CONTROL","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",4,"CONTROL","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",4,"CONTROL","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",4,"CONTROL","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",4,"CONTROL","Spring 2017","Acrosorium venulosum",0
17,"POINT LOMA","NORTH",4,"CONTROL","Spring 2017","Acrosorium venulosum",0
1,"POINT LOMA","SOUTH",1,"FS","Fall 2015","Rhodomenia",0
1,"POINT LOMA","SOUTH",1,"FS","Fall 2015","Rhodomenia",0
1,"POINT LOMA","SOUTH",1,"FS","Fall 2015","Rhodomenia",0
1,"POINT LOMA","SOUTH",2,"FW","Fall 2015","Rhodomenia",0
1,"POINT LOMA","SOUTH",2,"FW","Fall 2015","Rhodomenia",0
1,"POINT LOMA","SOUTH",2,"FW","Fall 2015","Rhodomenia",0
1,"POINT LOMA","SOUTH",3,"CONTROL","Fall 2015","Rhodomenia",0
1,"POINT LOMA","SOUTH",3,"CONTROL","Fall 2015","Rhodomenia",0
1,"POINT LOMA","SOUTH",3,"CONTROL","Fall 2015","Rhodomenia",0
1,"POINT LOMA","SOUTH",4,"IS","Fall 2015","Rhodomenia",0
1,"POINT LOMA","SOUTH",4,"IS","Fall 2015","Rhodomenia",0
1,"POINT LOMA","SOUTH",4,"IS","Fall 2015","Rhodomenia",0
2,"POINT LOMA","CENTRAL",1,"IS","Fall 2015","Rhodomenia",0
2,"POINT LOMA","CENTRAL",1,"IS","Fall 2015","Rhodomenia",0
2,"POINT LOMA","CENTRAL",1,"IS","Fall 2015","Rhodomenia",0
2,"POINT LOMA","CENTRAL",2,"FW","Fall 2015","Rhodomenia",0
2,"POINT LOMA","CENTRAL",2,"FW","Fall 2015","Rhodomenia",0
2,"POINT LOMA","CENTRAL",2,"FW","Fall 2015","Rhodomenia",0
2,"POINT LOMA","CENTRAL",3,"FS","Fall 2015","Rhodomenia",0
2,"POINT LOMA","CENTRAL",3,"FS","Fall 2015","Rhodomenia",0
2,"POINT LOMA","CENTRAL",3,"FS","Fall 2015","Rhodomenia",0
2,"POINT LOMA","CENTRAL",4,"CONTROL","Fall 2015","Rhodomenia",0
2,"POINT LOMA","CENTRAL",4,"CONTROL","Fall 2015","Rhodomenia",0
2,"POINT LOMA","CENTRAL",4,"CONTROL","Fall 2015","Rhodomenia",0
3,"POINT LOMA","NORTH",1,"FW","Fall 2015","Rhodomenia",0.142857142857143
3,"POINT LOMA","NORTH",1,"FW","Fall 2015","Rhodomenia",0
3,"POINT LOMA","NORTH",1,"FW","Fall 2015","Rhodomenia",0
3,"POINT LOMA","NORTH",2,"FS","Fall 2015","Rhodomenia",0
3,"POINT LOMA","NORTH",2,"FS","Fall 2015","Rhodomenia",0
3,"POINT LOMA","NORTH",2,"FS","Fall 2015","Rhodomenia",0
3,"POINT LOMA","NORTH",3,"IS","Fall 2015","Rhodomenia",0
3,"POINT LOMA","NORTH",3,"IS","Fall 2015","Rhodomenia",0
3,"POINT LOMA","NORTH",3,"IS","Fall 2015","Rhodomenia",0
3,"POINT LOMA","NORTH",4,"CONTROL","Fall 2015","Rhodomenia",0
3,"POINT LOMA","NORTH",4,"CONTROL","Fall 2015","Rhodomenia",0
3,"POINT LOMA","NORTH",4,"CONTROL","Fall 2015","Rhodomenia",0
4,"POINT LOMA","SOUTH",1,"FS","Spring 2016","Rhodomenia",0
4,"POINT LOMA","SOUTH",1,"FS","Spring 2016","Rhodomenia",0
4,"POINT LOMA","SOUTH",1,"FS","Spring 2016","Rhodomenia",0
4,"POINT LOMA","SOUTH",1,"FS","Spring 2016","Rhodomenia",0.0625
4,"POINT LOMA","SOUTH",1,"FS","Spring 2016","Rhodomenia",0
4,"POINT LOMA","SOUTH",1,"FS","Spring 2016","Rhodomenia",0
4,"POINT LOMA","SOUTH",1,"FS","Spring 2016","Rhodomenia",0
4,"POINT LOMA","SOUTH",1,"FS","Spring 2016","Rhodomenia",0
4,"POINT LOMA","SOUTH",1,"FS","Spring 2016","Rhodomenia",0
4,"POINT LOMA","SOUTH",2,"FW","Spring 2016","Rhodomenia",0.3125
4,"POINT LOMA","SOUTH",2,"FW","Spring 2016","Rhodomenia",0
4,"POINT LOMA","SOUTH",2,"FW","Spring 2016","Rhodomenia",0
4,"POINT LOMA","SOUTH",2,"FW","Spring 2016","Rhodomenia",0
4,"POINT LOMA","SOUTH",2,"FW","Spring 2016","Rhodomenia",0
4,"POINT LOMA","SOUTH",2,"FW","Spring 2016","Rhodomenia",0
4,"POINT LOMA","SOUTH",2,"FW","Spring 2016","Rhodomenia",0
4,"POINT LOMA","SOUTH",2,"FW","Spring 2016","Rhodomenia",0.1875
4,"POINT LOMA","SOUTH",2,"FW","Spring 2016","Rhodomenia",0
4,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2016","Rhodomenia",0
4,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2016","Rhodomenia",0
4,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2016","Rhodomenia",0.125
4,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2016","Rhodomenia",0.1875
4,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2016","Rhodomenia",0.1875
4,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2016","Rhodomenia",0
4,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2016","Rhodomenia",0
4,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2016","Rhodomenia",0.1875
4,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2016","Rhodomenia",0.1875
4,"POINT LOMA","SOUTH",4,"IS","Spring 2016","Rhodomenia",0.3125
4,"POINT LOMA","SOUTH",4,"IS","Spring 2016","Rhodomenia",0
4,"POINT LOMA","SOUTH",4,"IS","Spring 2016","Rhodomenia",0.0625
4,"POINT LOMA","SOUTH",4,"IS","Spring 2016","Rhodomenia",0
4,"POINT LOMA","SOUTH",4,"IS","Spring 2016","Rhodomenia",0.1875
4,"POINT LOMA","SOUTH",4,"IS","Spring 2016","Rhodomenia",0
4,"POINT LOMA","SOUTH",4,"IS","Spring 2016","Rhodomenia",0
4,"POINT LOMA","SOUTH",4,"IS","Spring 2016","Rhodomenia",0
4,"POINT LOMA","SOUTH",4,"IS","Spring 2016","Rhodomenia",0.0625
5,"POINT LOMA","CENTRAL",1,"IS","Spring 2016","Rhodomenia",0
5,"POINT LOMA","CENTRAL",1,"IS","Spring 2016","Rhodomenia",0
5,"POINT LOMA","CENTRAL",1,"IS","Spring 2016","Rhodomenia",0
5,"POINT LOMA","CENTRAL",1,"IS","Spring 2016","Rhodomenia",0
5,"POINT LOMA","CENTRAL",1,"IS","Spring 2016","Rhodomenia",0
5,"POINT LOMA","CENTRAL",1,"IS","Spring 2016","Rhodomenia",0
5,"POINT LOMA","CENTRAL",1,"IS","Spring 2016","Rhodomenia",0
5,"POINT LOMA","CENTRAL",1,"IS","Spring 2016","Rhodomenia",0
5,"POINT LOMA","CENTRAL",1,"IS","Spring 2016","Rhodomenia",0
5,"POINT LOMA","CENTRAL",2,"FW","Spring 2016","Rhodomenia",0
5,"POINT LOMA","CENTRAL",2,"FW","Spring 2016","Rhodomenia",0
5,"POINT LOMA","CENTRAL",2,"FW","Spring 2016","Rhodomenia",0
5,"POINT LOMA","CENTRAL",2,"FW","Spring 2016","Rhodomenia",0
5,"POINT LOMA","CENTRAL",2,"FW","Spring 2016","Rhodomenia",0
5,"POINT LOMA","CENTRAL",2,"FW","Spring 2016","Rhodomenia",0
5,"POINT LOMA","CENTRAL",2,"FW","Spring 2016","Rhodomenia",0
5,"POINT LOMA","CENTRAL",2,"FW","Spring 2016","Rhodomenia",0.1875
5,"POINT LOMA","CENTRAL",2,"FW","Spring 2016","Rhodomenia",0
5,"POINT LOMA","CENTRAL",3,"FS","Spring 2016","Rhodomenia",0
5,"POINT LOMA","CENTRAL",3,"FS","Spring 2016","Rhodomenia",0.1875
5,"POINT LOMA","CENTRAL",3,"FS","Spring 2016","Rhodomenia",0
